"m_id","m_contenu","m_date","m_auteur_fk","m_conversation_fk","u_id","u_login","u_prenom","u_nom","u_date_naissance","u_date_inscription","u_rang_fk","r_id","r_libelle","c_id","c_date","c_termine"
"870","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed tortor. Integer aliquam adipiscing lacus. Ut nec urna et arcu imperdiet ullamcorper. Duis at lacus. Quisque purus sapien,","2013-02-05 00:03:19","97","5","97","cursus.diam@enimcondimentumege","Berk","Hunter","1953-01-12","2010-12-25 22:34:19","2","2","admin","5","2010-03-05 00:00:00","0"
"893","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed tortor. Integer aliquam adipiscing lacus. Ut nec urna et arcu imperdiet ullamcorper. Duis at lacus. Quisque purus sapien,","2013-05-30 00:17:26","97","6","97","cursus.diam@enimcondimentumege","Berk","Hunter","1953-01-12","2010-12-25 22:34:19","2","2","admin","6","2009-03-05 00:00:00","0"
"980","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed tortor. Integer aliquam adipiscing lacus. Ut nec urna et arcu imperdiet ullamcorper. Duis at lacus. Quisque purus sapien, gravida non,","2012-02-02 06:04:33","97","7","97","cursus.diam@enimcondimentumege","Berk","Hunter","1953-01-12","2010-12-25 22:34:19","2","2","admin","7","2009-08-20 00:00:00","0"
"1352","diam dictum sapien. Aenean massa. Integer vitae nibh. Donec est mauris, rhoncus id, mollis nec, cursus a,","2013-10-14 10:39:39","97","9","97","cursus.diam@enimcondimentumege","Berk","Hunter","1953-01-12","2010-12-25 22:34:19","2","2","admin","9","2009-08-27 15:14:05","0"
"1353","nostra, per inceptos hymenaeos. Mauris ut quam vel sapien imperdiet ornare. In faucibus. Morbi vehicula. Pellentesque tincidunt tempus risus. Donec egestas. Duis ac arcu. Nunc mauris. Morbi non","2014-04-12 15:19:51","97","10","97","cursus.diam@enimcondimentumege","Berk","Hunter","1953-01-12","2010-12-25 22:34:19","2","2","admin","10","2011-03-31 05:58:52","0"
"1409","Nulla tempor augue ac ipsum. Phasellus vitae mauris sit amet lorem semper auctor. Mauris vel turpis. Aliquam adipiscing lobortis risus. In mi pede, nonummy ut, molestie in, tempus eu, ligula.","2012-01-10 01:56:15","97","13","97","cursus.diam@enimcondimentumege","Berk","Hunter","1953-01-12","2010-12-25 22:34:19","2","2","admin","13","2010-07-23 11:27:10","0"
"1459","odio. Phasellus at augue id ante dictum cursus. Nunc mauris elit, dictum eu, eleifend nec, malesuada ut, sem. Nulla","2011-11-20 10:05:54","97","12","97","cursus.diam@enimcondimentumege","Berk","Hunter","1953-01-12","2010-12-25 22:34:19","2","2","admin","12","2009-01-30 14:10:00","0"
"1526","aliquam iaculis, lacus pede sagittis augue, eu tempor erat neque non quam. Pellentesque habitant morbi tristique senectus et netus et malesuada","2010-04-30 03:52:23","97","13","97","cursus.diam@enimcondimentumege","Berk","Hunter","1953-01-12","2010-12-25 22:34:19","2","2","admin","13","2010-07-23 11:27:10","0"
"1584","nec tellus. Nunc lectus pede, ultrices a, auctor non, feugiat nec, diam. Duis mi enim, condimentum eget, volutpat","2010-04-28 19:51:23","97","11","97","cursus.diam@enimcondimentumege","Berk","Hunter","1953-01-12","2010-12-25 22:34:19","2","2","admin","11","2010-07-05 15:49:34","0"
"1660","eget metus eu erat semper rutrum. Fusce dolor quam, elementum at,","2012-08-23 02:20:06","97","10","97","cursus.diam@enimcondimentumege","Berk","Hunter","1953-01-12","2010-12-25 22:34:19","2","2","admin","10","2011-03-31 05:58:52","0"
"1688","et ipsum cursus vestibulum. Mauris magna. Duis dignissim tempor arcu. Vestibulum ut eros non enim","2010-07-16 13:13:50","97","8","97","cursus.diam@enimcondimentumege","Berk","Hunter","1953-01-12","2010-12-25 22:34:19","2","2","admin","8","2011-02-21 23:00:35","0"
"903","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed tortor. Integer aliquam adipiscing lacus. Ut nec urna et arcu imperdiet ullamcorper. Duis at lacus.","2012-02-12 04:21:41","98","7","98","dictum.placerat@eu.com","Emery","Cox","1952-02-24","2010-08-05 03:23:20","2","2","admin","7","2009-08-20 00:00:00","0"
"921","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed tortor. Integer aliquam adipiscing lacus. Ut nec","2013-03-20 23:14:53","98","5","98","dictum.placerat@eu.com","Emery","Cox","1952-02-24","2010-08-05 03:23:20","2","2","admin","5","2010-03-05 00:00:00","0"
"942","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed tortor. Integer","2010-07-29 00:52:10","98","5","98","dictum.placerat@eu.com","Emery","Cox","1952-02-24","2010-08-05 03:23:20","2","2","admin","5","2010-03-05 00:00:00","0"
"1090","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed tortor. Integer aliquam adipiscing lacus. Ut nec urna et arcu imperdiet ullamcorper. Duis at lacus. Quisque","2013-06-08 21:49:16","98","6","98","dictum.placerat@eu.com","Emery","Cox","1952-02-24","2010-08-05 03:23:20","2","2","admin","6","2009-03-05 00:00:00","0"
"1363","dapibus gravida. Aliquam tincidunt, nunc ac mattis ornare, lectus ante dictum","2010-09-22 20:26:36","98","11","98","dictum.placerat@eu.com","Emery","Cox","1952-02-24","2010-08-05 03:23:20","2","2","admin","11","2010-07-05 15:49:34","0"
"1395","Nunc ac sem ut dolor dapibus gravida. Aliquam tincidunt, nunc ac mattis ornare, lectus","2013-07-11 14:54:23","98","9","98","dictum.placerat@eu.com","Emery","Cox","1952-02-24","2010-08-05 03:23:20","2","2","admin","9","2009-08-27 15:14:05","0"
"1426","fringilla ornare placerat, orci lacus vestibulum lorem, sit amet ultricies sem magna nec quam. Curabitur vel lectus. Cum sociis natoque penatibus et magnis dis parturient","2011-07-14 06:15:21","98","11","98","dictum.placerat@eu.com","Emery","Cox","1952-02-24","2010-08-05 03:23:20","2","2","admin","11","2010-07-05 15:49:34","0"
"1452","ultrices posuere cubilia Curae; Donec tincidunt. Donec vitae erat vel pede blandit congue. In scelerisque scelerisque dui. Suspendisse ac metus vitae velit egestas lacinia. Sed congue, elit sed consequat auctor,","2011-07-02 17:02:04","98","11","98","dictum.placerat@eu.com","Emery","Cox","1952-02-24","2010-08-05 03:23:20","2","2","admin","11","2010-07-05 15:49:34","0"
"1516","lectus pede, ultrices a, auctor non, feugiat nec, diam. Duis mi enim, condimentum eget, volutpat ornare, facilisis eget, ipsum. Donec sollicitudin adipiscing ligula. Aenean gravida nunc sed","2013-05-06 13:35:23","98","11","98","dictum.placerat@eu.com","Emery","Cox","1952-02-24","2010-08-05 03:23:20","2","2","admin","11","2010-07-05 15:49:34","0"
"1890","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed tortor. Integer aliquam adipiscing lacus. Ut nec urna et arcu imperdiet ullamcorper. Duis at lacus. Quisque","2013-06-08 21:49:16","98","6","98","dictum.placerat@eu.com","Emery","Cox","1952-02-24","2010-08-05 03:23:20","2","2","admin","6","2009-03-05 00:00:00","0"
